datetime,open,high,low,close,tick_vol,spread
2025-01-07 12:30:00,2644.48,2644.75,2642.77,2643.85,3995,23.0
2025-01-07 13:00:00,2643.87,2646.95,2641.9,2645.51,9337,23.0
2025-01-07 13:30:00,2645.52,2648.67,2644.61,2648.31,7254,23.0
2025-01-07 14:00:00,2648.39,2651.41,2647.34,2648.13,10048,23.0
2025-01-07 14:30:00,2648.12,2652.72,2647.56,2651.68,9489,23.0
2025-01-07 15:00:00,2651.65,2661.05,2649.91,2660.25,23120,23.0
2025-01-07 15:30:00,2660.26,2664.27,2657.1,2662.28,25219,23.0
2025-01-07 16:00:00,2662.29,2662.95,2655.72,2660.31,22663,23.0
2025-01-07 16:30:00,2660.3,2662.98,2657.46,2658.61,20480,23.0
2025-01-07 17:00:00,2658.58,2658.58,2641.93,2651.29,37445,23.0
2025-01-07 17:30:00,2651.27,2652.14,2644.69,2647.62,28196,23.0
2025-01-07 18:00:00,2647.6,2653.76,2646.41,2650.7,21720,23.0
2025-01-07 18:30:00,2650.65,2655.62,2648.8,2651.71,24630,23.0
2025-01-07 19:00:00,2651.69,2655.52,2651.68,2654.75,13795,23.0
2025-01-07 19:30:00,2654.74,2656.05,2650.09,2652.4,17217,23.0
2025-01-07 20:00:00,2652.41,2652.58,2649.52,2650.83,13478,23.0
2025-01-07 20:30:00,2650.77,2650.89,2647.18,2649.09,15737,23.0
2025-01-07 21:00:00,2649.1,2649.83,2646.81,2647.56,10542,23.0
2025-01-07 21:30:00,2647.56,2650.37,2647.28,2649.33,10235,23.0
2025-01-07 22:00:00,2649.32,2649.86,2647.48,2648.25,7690,23.0
2025-01-07 22:30:00,2648.3,2651.46,2647.18,2650.47,9647,23.0
2025-01-07 23:00:00,2650.4,2650.48,2649.52,2649.82,1778,24.0
2025-01-07 23:30:00,2649.84,2650.2,2647.59,2648.21,1223,24.0
2025-01-08 01:00:00,2648.32,2649.89,2648.18,2648.68,1507,24.8
2025-01-08 01:30:00,2648.67,2650.22,2648.6,2649.79,1920,23.0
2025-01-08 02:00:00,2649.8,2651.32,2648.64,2650.84,2416,23.0
2025-01-08 02:30:00,2650.84,2651.55,2649.9,2650.44,3567,23.0
2025-01-08 03:00:00,2650.45,2650.87,2647.49,2648.23,8503,23.0
2025-01-08 03:30:00,2648.21,2649.76,2647.06,2648.82,6436,23.0
2025-01-08 04:00:00,2648.87,2648.87,2646.97,2647.39,4147,23.0
2025-01-08 04:30:00,2647.38,2650.4,2645.84,2648.85,6531,23.0
2025-01-08 05:00:00,2648.84,2648.84,2646.61,2646.8,6054,23.0
2025-01-08 05:30:00,2646.79,2647.76,2645.49,2646.84,3502,23.0
2025-01-08 06:00:00,2646.82,2648.68,2646.55,2647.44,3302,23.0
2025-01-08 06:30:00,2647.43,2647.67,2645.1,2646.9,3118,23.0
2025-01-08 07:00:00,2646.92,2649.96,2646.57,2649.1,3199,23.0
2025-01-08 07:30:00,2649.09,2650.72,2648.93,2649.99,7705,23.0
2025-01-08 08:00:00,2650.01,2652.65,2648.83,2651.63,6703,23.0
2025-01-08 08:30:00,2651.63,2653.09,2650.51,2652.15,7855,23.0
2025-01-08 09:00:00,2652.17,2654.44,2651.73,2652.89,7107,23.0
2025-01-08 09:30:00,2652.91,2653.59,2651.57,2652.65,7336,23.0
2025-01-08 10:00:00,2652.65,2652.99,2649.47,2650.43,9784,23.0
2025-01-08 10:30:00,2650.43,2653.82,2649.94,2651.97,9903,23.0
2025-01-08 11:00:00,2651.98,2654.97,2651.74,2653.64,10386,23.0
2025-01-08 11:30:00,2653.62,2654.84,2652.31,2653.44,6968,23.0
2025-01-08 12:00:00,2653.43,2654.44,2652.64,2654.34,6440,23.0
2025-01-08 12:30:00,2654.35,2655.15,2653.1,2653.12,7626,23.0
2025-01-08 13:00:00,2653.12,2653.14,2648.63,2648.9,9223,23.0
2025-01-08 13:30:00,2648.89,2651.24,2647.57,2650.8,14369,23.0
2025-01-08 14:00:00,2650.84,2651.19,2645.74,2647.56,12511,23.0
2025-01-08 14:30:00,2647.57,2652.5,2646.99,2652.05,11499,23.0
2025-01-08 15:00:00,2652.03,2659.35,2651.1,2654.33,21359,23.0
2025-01-08 15:30:00,2654.29,2660.26,2652.49,2660.13,23883,23.0
2025-01-08 16:00:00,2660.11,2664.48,2659.98,2662.44,24902,23.0
2025-01-08 16:30:00,2662.43,2667.52,2660.6,2661.31,29978,23.0
2025-01-08 17:00:00,2661.33,2666.01,2659.21,2664.15,26041,23.0
2025-01-08 17:30:00,2664.14,2667.81,2663.7,2665.83,19948,23.0
2025-01-08 18:00:00,2665.84,2667.29,2662.57,2666.26,17446,23.0
2025-01-08 18:30:00,2666.27,2670.0,2664.44,2669.5,14228,23.0
2025-01-08 19:00:00,2669.49,2669.73,2662.49,2662.83,11581,23.0
2025-01-08 19:30:00,2662.77,2662.87,2649.36,2655.44,20741,23.0
2025-01-08 20:00:00,2655.44,2659.13,2654.01,2656.01,17379,23.0
2025-01-08 20:30:00,2656.0,2658.15,2651.49,2653.21,10828,23.0
2025-01-08 21:00:00,2653.12,2660.58,2652.1,2660.15,10695,23.0
2025-01-08 21:30:00,2660.1,2660.1,2656.18,2658.27,11160,23.0
2025-01-08 22:00:00,2658.31,2660.58,2658.19,2659.83,12245,23.0
2025-01-08 22:30:00,2659.83,2664.03,2658.86,2663.3,7321,23.0
2025-01-08 23:00:00,2663.34,2663.97,2662.02,2663.41,2941,24.0
2025-01-08 23:30:00,2663.41,2663.48,2661.14,2661.55,3697,24.0
2025-01-09 01:00:00,2662.68,2662.88,2661.95,2662.19,1007,23.0
2025-01-09 01:30:00,2662.18,2663.26,2661.95,2662.61,882,23.0
2025-01-09 02:00:00,2662.62,2662.74,2659.37,2659.87,2245,23.0
2025-01-09 02:30:00,2659.87,2661.25,2659.48,2659.98,3558,23.0
2025-01-09 03:00:00,2659.97,2661.38,2657.6,2657.67,9745,23.0
2025-01-09 03:30:00,2657.68,2661.24,2657.15,2658.5,6442,23.0
2025-01-09 04:00:00,2658.45,2660.18,2656.28,2656.92,6865,23.0
2025-01-09 04:30:00,2656.91,2658.87,2656.21,2658.78,5551,23.0
2025-01-09 05:00:00,2658.76,2661.17,2658.49,2659.91,7471,23.0
2025-01-09 05:30:00,2659.85,2662.21,2659.09,2659.33,3795,23.0
2025-01-09 06:00:00,2659.39,2659.79,2656.68,2656.85,4103,23.0
2025-01-09 06:30:00,2656.84,2659.13,2655.35,2658.95,4612,23.0
2025-01-09 07:00:00,2658.94,2660.93,2658.76,2658.98,4883,23.0
2025-01-09 07:30:00,2658.97,2659.96,2657.56,2658.25,5075,23.0
2025-01-09 08:00:00,2658.24,2661.07,2658.24,2660.89,4176,23.0
2025-01-09 08:30:00,2660.87,2666.91,2660.41,2666.63,7876,23.0
2025-01-09 09:00:00,2666.59,2666.68,2664.7,2665.42,7451,23.0
2025-01-09 09:30:00,2665.47,2666.27,2662.24,2662.37,10337,23.0
2025-01-09 10:00:00,2662.36,2665.42,2660.36,2664.77,15195,23.0
2025-01-09 10:30:00,2664.78,2666.92,2661.13,2664.41,13492,23.0
2025-01-09 11:00:00,2664.4,2665.4,2662.06,2663.7,11544,23.0
2025-01-09 11:30:00,2663.65,2666.5,2662.94,2665.04,8504,23.0
2025-01-09 12:00:00,2665.03,2666.82,2664.36,2666.16,6491,23.0
2025-01-09 12:30:00,2666.15,2668.61,2665.21,2667.39,8609,23.0
2025-01-09 13:00:00,2667.4,2672.47,2665.13,2670.67,10913,23.0
2025-01-09 13:30:00,2670.68,2673.16,2668.45,2670.19,11919,23.0
2025-01-09 14:00:00,2670.18,2672.98,2669.38,2672.23,10527,23.0
2025-01-09 14:30:00,2672.24,2675.24,2671.26,2674.09,11530,23.0
2025-01-09 15:00:00,2674.09,2676.95,2671.89,2675.03,19468,23.0
2025-01-09 15:30:00,2675.02,2678.2,2671.88,2672.64,20799,23.0
2025-01-09 16:00:00,2672.64,2673.66,2667.06,2669.57,16455,23.0
2025-01-09 16:30:00,2669.56,2675.69,2669.33,2672.36,16877,23.0
2025-01-09 17:00:00,2672.36,2675.42,2670.31,2672.01,14157,23.0
2025-01-09 17:30:00,2672.02,2675.18,2668.01,2668.21,13746,23.0
