datetime,open,high,low,close,tick_vol,spread
2025-01-07 12:40:00,2644.48,2644.75,2642.77,2643.85,3995,23.0
2025-01-07 13:00:00,2643.87,2646.95,2642.79,2643.42,6382,23.0
2025-01-07 13:20:00,2643.42,2645.63,2641.9,2644.89,5015,23.0
2025-01-07 13:40:00,2644.88,2648.67,2644.86,2648.31,5194,23.0
2025-01-07 14:00:00,2648.39,2651.41,2647.34,2649.09,7902,23.0
2025-01-07 14:20:00,2649.08,2649.19,2647.56,2648.28,4079,23.0
2025-01-07 14:40:00,2648.41,2652.72,2648.31,2651.68,7556,23.0
2025-01-07 15:00:00,2651.65,2657.96,2649.91,2657.95,13505,23.0
2025-01-07 15:20:00,2657.95,2662.03,2657.1,2659.67,19072,23.0
2025-01-07 15:40:00,2659.68,2664.27,2659.63,2662.28,15762,23.0
2025-01-07 16:00:00,2662.29,2662.95,2655.72,2657.68,16531,23.0
2025-01-07 16:20:00,2657.7,2662.91,2657.02,2661.93,13384,23.0
2025-01-07 16:40:00,2661.94,2662.98,2657.46,2658.61,13228,23.0
2025-01-07 17:00:00,2658.58,2658.58,2641.93,2651.17,27209,23.0
2025-01-07 17:20:00,2651.16,2653.57,2644.69,2645.76,20192,23.0
2025-01-07 17:40:00,2645.77,2651.08,2645.57,2647.62,18240,23.0
2025-01-07 18:00:00,2647.6,2653.67,2646.41,2653.31,14731,23.0
2025-01-07 18:20:00,2653.33,2653.85,2648.8,2653.78,16951,23.0
2025-01-07 18:40:00,2653.77,2655.62,2651.15,2651.71,14668,23.0
2025-01-07 19:00:00,2651.69,2655.52,2651.68,2654.68,8595,23.0
2025-01-07 19:20:00,2654.66,2656.05,2651.75,2652.01,10025,23.0
2025-01-07 19:40:00,2652.01,2652.77,2650.09,2652.4,12392,23.0
2025-01-07 20:00:00,2652.41,2652.58,2649.52,2652.06,8874,23.0
2025-01-07 20:20:00,2652.06,2652.38,2647.97,2649.04,9375,23.0
2025-01-07 20:40:00,2649.01,2649.35,2647.18,2649.09,10966,23.0
2025-01-07 21:00:00,2649.1,2649.83,2647.93,2648.21,7569,23.0
2025-01-07 21:20:00,2648.2,2648.61,2646.81,2648.31,5729,23.0
2025-01-07 21:40:00,2648.3,2650.37,2647.34,2649.33,7479,23.0
2025-01-07 22:00:00,2649.32,2649.86,2647.49,2648.59,5332,23.0
2025-01-07 22:20:00,2648.59,2648.75,2647.18,2647.92,5338,23.0
2025-01-07 22:40:00,2647.91,2651.46,2647.46,2650.47,6667,23.0
2025-01-07 23:00:00,2650.4,2650.48,2649.52,2649.78,1179,24.0
2025-01-07 23:20:00,2649.79,2650.2,2649.43,2649.54,928,24.0
2025-01-07 23:40:00,2649.55,2649.88,2647.59,2648.21,894,24.0
2025-01-08 01:00:00,2648.32,2649.89,2648.18,2648.72,1129,26.0
2025-01-08 01:20:00,2648.73,2649.71,2648.29,2649.52,857,23.0
2025-01-08 01:40:00,2649.51,2650.22,2648.71,2649.79,1441,23.0
2025-01-08 02:00:00,2649.8,2650.59,2648.64,2650.46,1675,23.0
2025-01-08 02:20:00,2650.49,2651.55,2650.01,2650.78,1719,23.0
2025-01-08 02:40:00,2650.79,2651.55,2649.9,2650.44,2589,23.0
2025-01-08 03:00:00,2650.45,2650.87,2647.74,2647.97,6565,23.0
2025-01-08 03:20:00,2647.92,2649.08,2647.49,2648.21,3842,23.0
2025-01-08 03:40:00,2648.22,2649.76,2647.06,2648.82,4532,23.0
2025-01-08 04:00:00,2648.87,2648.87,2646.97,2647.86,3143,23.0
2025-01-08 04:20:00,2647.98,2648.16,2645.84,2646.77,3595,23.0
2025-01-08 04:40:00,2646.77,2650.4,2646.63,2648.85,3940,23.0
2025-01-08 05:00:00,2648.84,2648.84,2646.61,2647.62,4168,23.0
2025-01-08 05:20:00,2647.59,2647.81,2646.29,2646.44,3020,23.0
2025-01-08 05:40:00,2646.41,2647.39,2645.49,2646.84,2368,23.0
2025-01-08 06:00:00,2646.82,2648.68,2646.55,2647.3,2403,23.0
2025-01-08 06:20:00,2647.29,2647.67,2646.51,2646.68,1603,23.0
2025-01-08 06:40:00,2646.67,2647.0,2645.1,2646.9,2414,23.0
2025-01-08 07:00:00,2646.92,2648.2,2646.57,2648.17,1556,23.0
2025-01-08 07:20:00,2648.16,2650.42,2647.93,2649.73,4224,23.0
2025-01-08 07:40:00,2649.74,2650.72,2649.19,2649.99,5124,23.0
2025-01-08 08:00:00,2650.01,2652.03,2648.83,2651.67,4554,23.0
2025-01-08 08:20:00,2651.62,2652.65,2650.51,2651.63,5343,23.0
2025-01-08 08:40:00,2651.61,2653.09,2651.37,2652.15,4661,23.0
2025-01-08 09:00:00,2652.17,2654.44,2651.73,2652.99,5254,23.0
2025-01-08 09:20:00,2652.99,2653.59,2652.25,2653.19,3812,23.0
2025-01-08 09:40:00,2653.08,2653.42,2651.57,2652.65,5377,23.0
2025-01-08 10:00:00,2652.65,2652.99,2650.42,2651.82,6684,23.0
2025-01-08 10:20:00,2651.83,2653.53,2649.47,2653.17,6966,23.0
2025-01-08 10:40:00,2653.16,2653.82,2650.77,2651.97,6037,23.0
2025-01-08 11:00:00,2651.98,2654.97,2651.74,2653.24,7653,23.0
2025-01-08 11:20:00,2653.25,2654.84,2652.65,2653.43,5537,23.0
2025-01-08 11:40:00,2653.43,2654.31,2652.31,2653.44,4164,23.0
2025-01-08 12:00:00,2653.43,2654.3,2652.64,2653.25,4783,23.0
2025-01-08 12:20:00,2653.32,2655.13,2652.98,2654.26,4539,23.0
2025-01-08 12:40:00,2654.25,2655.15,2653.1,2653.12,4744,23.0
2025-01-08 13:00:00,2653.12,2653.14,2650.83,2651.86,5441,23.0
2025-01-08 13:20:00,2651.87,2652.15,2647.57,2648.66,10113,23.0
2025-01-08 13:40:00,2648.65,2651.24,2647.79,2650.8,8038,23.0
2025-01-08 14:00:00,2650.84,2651.19,2647.43,2647.46,7755,23.0
2025-01-08 14:20:00,2647.45,2650.65,2645.74,2650.51,8555,23.0
2025-01-08 14:40:00,2650.53,2652.5,2649.17,2652.05,7700,23.0
2025-01-08 15:00:00,2652.03,2658.26,2651.6,2655.91,14050,23.0
2025-01-08 15:20:00,2655.92,2659.35,2651.1,2655.49,16606,23.0
2025-01-08 15:40:00,2655.48,2660.26,2655.35,2660.13,14586,23.0
2025-01-08 16:00:00,2660.11,2664.48,2659.98,2661.03,16926,23.0
2025-01-08 16:20:00,2661.02,2667.48,2660.45,2666.29,17425,23.0
2025-01-08 16:40:00,2666.34,2667.52,2660.6,2661.31,20529,23.0
2025-01-08 17:00:00,2661.33,2666.01,2659.21,2665.96,17898,23.0
2025-01-08 17:20:00,2665.98,2667.81,2662.78,2666.54,15525,23.0
2025-01-08 17:40:00,2666.56,2667.23,2663.7,2665.83,12566,23.0
2025-01-08 18:00:00,2665.84,2666.72,2662.57,2665.43,11573,23.0
2025-01-08 18:20:00,2665.43,2667.29,2664.44,2665.71,10672,23.0
2025-01-08 18:40:00,2665.71,2670.0,2665.71,2669.5,9429,23.0
2025-01-08 19:00:00,2669.49,2669.73,2667.3,2667.87,8028,23.0
2025-01-08 19:20:00,2667.98,2668.28,2650.79,2651.54,10392,23.0
2025-01-08 19:40:00,2651.54,2656.63,2649.36,2655.44,13902,23.0
2025-01-08 20:00:00,2655.44,2659.13,2654.27,2654.49,12073,23.0
2025-01-08 20:20:00,2654.5,2658.15,2654.01,2657.23,9561,23.0
2025-01-08 20:40:00,2657.26,2657.37,2651.49,2653.21,6573,23.0
2025-01-08 21:00:00,2653.12,2660.13,2652.1,2659.85,6983,23.0
2025-01-08 21:20:00,2659.85,2660.58,2656.18,2657.09,8451,23.0
2025-01-08 21:40:00,2657.11,2658.7,2656.63,2658.27,6421,23.0
2025-01-08 22:00:00,2658.31,2660.49,2658.19,2659.82,8283,23.0
2025-01-08 22:20:00,2659.81,2660.58,2658.86,2659.64,6423,23.0
2025-01-08 22:40:00,2659.64,2664.03,2659.33,2663.3,4860,23.0
2025-01-08 23:00:00,2663.34,2663.88,2662.02,2663.24,2087,24.0
2025-01-08 23:20:00,2663.25,2663.97,2661.14,2661.9,2241,24.0
2025-01-08 23:40:00,2661.9,2663.12,2661.33,2661.55,2310,24.0
2025-01-09 01:00:00,2662.68,2662.88,2661.95,2662.14,817,23.0
2025-01-09 01:20:00,2662.29,2663.0,2661.95,2662.83,532,23.0
2025-01-09 01:40:00,2662.83,2663.26,2662.29,2662.61,540,23.0
2025-01-09 02:00:00,2662.62,2662.74,2660.34,2660.87,1264,23.0
2025-01-09 02:20:00,2660.88,2661.22,2659.37,2660.2,2354,23.0
2025-01-09 02:40:00,2660.25,2661.25,2659.48,2659.98,2185,23.0
2025-01-09 03:00:00,2659.97,2661.38,2657.6,2659.19,6495,23.0
2025-01-09 03:20:00,2659.18,2660.01,2657.15,2659.29,5577,23.0
2025-01-09 03:40:00,2659.3,2661.24,2658.17,2658.5,4115,23.0
2025-01-09 04:00:00,2658.45,2660.18,2656.55,2657.54,5291,23.0
2025-01-09 04:20:00,2657.59,2657.84,2656.21,2657.43,3363,23.0
2025-01-09 04:40:00,2657.42,2658.87,2656.66,2658.78,3762,23.0
2025-01-09 05:00:00,2658.76,2661.17,2658.49,2659.66,5533,23.0
2025-01-09 05:20:00,2659.65,2662.21,2659.32,2661.75,3479,23.0
2025-01-09 05:40:00,2661.74,2661.87,2659.09,2659.33,2254,23.0
2025-01-09 06:00:00,2659.39,2659.79,2657.4,2657.73,2616,23.0
2025-01-09 06:20:00,2657.72,2658.23,2655.35,2655.96,2711,23.0
2025-01-09 06:40:00,2655.95,2659.13,2655.71,2658.95,3388,23.0
2025-01-09 07:00:00,2658.94,2660.93,2658.76,2659.57,3420,23.0
2025-01-09 07:20:00,2659.59,2659.82,2658.0,2658.42,3578,23.0
2025-01-09 07:40:00,2658.28,2659.96,2657.56,2658.25,2960,23.0
2025-01-09 08:00:00,2658.24,2660.21,2658.24,2659.25,3179,23.0
2025-01-09 08:20:00,2659.23,2663.23,2658.91,2663.01,3063,23.0
2025-01-09 08:40:00,2663.02,2666.91,2662.97,2666.63,5810,23.0
2025-01-09 09:00:00,2666.59,2666.68,2664.87,2665.36,5085,23.0
2025-01-09 09:20:00,2665.37,2665.96,2664.23,2665.67,4853,23.0
2025-01-09 09:40:00,2665.56,2666.27,2662.24,2662.37,7850,23.0
2025-01-09 10:00:00,2662.36,2663.65,2660.36,2662.99,10477,23.0
2025-01-09 10:20:00,2662.86,2666.92,2662.62,2664.11,9090,23.0
2025-01-09 10:40:00,2664.1,2666.23,2661.13,2664.41,9120,23.0
2025-01-09 11:00:00,2664.4,2665.4,2662.06,2664.45,8067,23.0
2025-01-09 11:20:00,2664.44,2664.65,2662.54,2663.61,6179,23.0
